CUSTOMER_ID,RECENCY,FREQUENCY,MONETARY,AVG_DAYS_BETWEEN_PURCHASE,MAX_DAYS_WITHOUT_PURCHASE,MIN_DAYS_WITHOUT_PURCHASE,GENDER,MARITAL_STATUS,CITY,CHILDREN_COUNT,AGE,LENGTH_OF_RELATIONSHIP,NUM_OF_LOCATIONS_VISITED,RELATIVE_PURCHASE_FREQUENCY,RELATIVE_PURCHASE_MONETARY
76559,24,50,2527.0,20,95,1,Female,Married,New York City,4,82,996,46,0.050201,2.5371485944
76572,17,58,2691.5,19,127,1,Undisclosed,Divorced/Seperated,Denver,3,37,1117,57,0.051925,2.4095792301
76577,32,63,2238.75,17,77,1,Male,Single,Seattle,0,45,1072,61,0.058769,2.088386194
76589,27,37,1618.5,30,240,1,Undisclosed,Divorced/Seperated,San Mateo,0,81,1074,36,0.034451,1.5069832402
76590,12,55,2087.5,18,93,1,Undisclosed,Single,New York City,0,48,996,51,0.055221,2.0958835341
76592,6,52,2495.0,20,213,1,Male,Married,New York City,0,42,1012,51,0.051383,2.4654150198
76593,21,48,1916.25,20,102,1,Female,Single,Boston,0,37,960,47,0.05,1.99609375
76595,24,58,2119.25,19,70,1,Male,Single,Seattle,0,76,1066,58,0.054409,1.9880393996
76596,5,42,1668.75,29,126,1,Female,Undisclosed,San Mateo,Undisclosed,47,1183,41,0.035503,1.4106086221
76600,8,52,2335.0,27,365,1,Male,Single,San Mateo,0,65,1365,50,0.038095,1.7106227106
76602,10,60,2448.75,17,92,1,Female,Married,Boston,2,62,1002,52,0.05988,2.4438622754
76607,11,46,1511.75,22,70,1,Undisclosed,Married,New York City,4,76,983,44,0.046796,1.5378942014
76611,17,73,3210.0,17,175,1,Female,Divorced/Seperated,Denver,3,35,1241,68,0.058824,2.5866236906
76621,17,55,2367.25,23,204,1,Female,Married,Denver,2,49,1251,51,0.043965,1.8922861711
76625,9,62,2229.75,17,70,1,Male,Married,Seattle,4,34,1050,57,0.059048,2.1235714286
76636,9,37,1647.25,37,386,1,Female,Single,San Mateo,0,18,1326,36,0.027903,1.2422699849
76639,4,56,2052.25,19,100,1,Female,Married,Seattle,2,52,1049,54,0.053384,1.9563870353
76642,24,59,2251.0,19,163,1,Male,Divorced/Seperated,Seattle,3,78,1114,56,0.052962,2.0206463196
76644,9,54,2110.5,19,82,1,Female,Undisclosed,Seattle,Undisclosed,20,1042,47,0.051823,2.0254318618
76649,18,42,1758.0,32,216,1,Undisclosed,Single,San Mateo,0,61,1332,42,0.031532,1.3198198198
76650,24,62,2412.0,16,134,1,Male,Married,Seattle,0,72,1018,62,0.060904,2.3693516699
76651,19,54,1965.5,23,143,1,Male,Single,Denver,0,68,1257,52,0.042959,1.5636435959
76654,1,64,2309.0,20,116,1,Male,Undisclosed,Denver,Undisclosed,64,1258,56,0.050874,1.8354531002
76659,11,61,2438.0,15,96,1,Undisclosed,Single,Boston,0,57,892,57,0.068386,2.7331838565
76665,11,60,2522.25,17,61,1,Female,Single,New York City,2,42,1026,59,0.05848,2.4583333333
76672,12,65,2289.75,18,87,1,Female,Married,Denver,2,78,1175,62,0.055319,1.9487234043
76674,78,55,1963.5,18,90,1,Male,Married,Boston,1,32,1013,50,0.054294,1.9383020731
76675,40,46,1519.5,28,371,1,Male,Single,San Mateo,0,78,1282,44,0.035881,1.1852574103
76695,12,66,2471.75,19,211,1,Female,Married,Denver,3,69,1227,65,0.05379,2.0144661777
76697,17,65,1979.75,16,58,1,Male,Undisclosed,Boston,Undisclosed,35,1023,58,0.063539,1.9352394917
76718,21,41,1603.0,25,102,1,Female,Undisclosed,New York City,Undisclosed,26,1006,36,0.040755,1.5934393638
76720,5,52,2133.75,23,98,1,Female,Single,Denver,0,49,1168,48,0.044521,1.8268407534
76721,34,54,2240.25,18,51,1,Female,Married,Boston,3,44,991,49,0.05449,2.2605953582
76723,32,53,1760.75,21,108,1,Female,Single,Seattle,0,67,1123,52,0.047195,1.5678984862
76724,15,44,1677.75,29,189,2,Male,Undisclosed,San Mateo,Undisclosed,16,1253,43,0.035116,1.3389864326
76727,10,63,2634.75,18,137,1,Undisclosed,Single,Seattle,0,29,1107,58,0.056911,2.3800813008
76728,21,63,2447.75,20,114,1,Female,Married,Denver,2,74,1262,60,0.049921,1.9395800317
76729,31,49,1685.5,25,135,1,Female,Single,Denver,0,52,1213,46,0.040396,1.3895300907
76730,11,59,2453.75,19,93,1,Male,Married,Denver,1,37,1124,58,0.052491,2.1830516014
76731,23,66,2263.0,16,128,1,Female,Married,Seattle,4,58,1090,61,0.06055,2.076146789
76739,21,46,1701.5,21,69,1,Female,Divorced/Seperated,Boston,1,37,954,43,0.048218,1.7835429769
76746,20,48,1954.5,20,73,1,Male,Single,Boston,0,28,970,44,0.049485,2.0149484536
76756,28,58,2619.5,17,85,1,Male,Undisclosed,New York City,Undisclosed,51,961,57,0.060354,2.7258064516
76764,21,69,3265.5,17,92,1,Female,Undisclosed,Denver,Undisclosed,53,1185,63,0.058228,2.7556962025
76769,13,68,2415.5,16,80,1,Female,Single,Seattle,0,72,1105,61,0.061538,2.1859728507
76774,25,49,1621.25,20,70,1,Male,Single,Boston,0,58,982,47,0.049898,1.6509674134
76776,19,50,1750.75,21,92,1,Male,Single,Seattle,0,54,1034,48,0.048356,1.6931818182
76780,15,62,2260.0,17,89,1,Male,Single,New York City,0,25,1024,59,0.060547,2.20703125
76781,45,68,2223.25,16,104,1,Female,Married,Seattle,1,23,1089,59,0.062443,2.0415518825
76784,82,61,2561.0,20,102,1,Female,Single,Denver,0,27,1229,57,0.049634,2.083807974
76787,58,59,2534.5,17,231,1,Female,Married,Boston,1,21,1022,56,0.05773,2.4799412916
76791,19,58,2202.5,17,94,1,Female,Single,Seattle,0,80,983,54,0.059003,2.2405900305
76792,8,27,802.5,44,340,1,Female,Married,San Mateo,1,71,1136,25,0.023768,0.7064260563
76807,36,63,2553.0,20,92,1,Female,Married,Denver,0,36,1242,60,0.050725,2.0555555556
76812,8,45,1999.0,30,459,1,Male,Single,San Mateo,0,23,1321,43,0.034065,1.5132475397
76813,18,46,1654.5,24,134,1,Undisclosed,Single,Denver,0,47,1097,44,0.041933,1.5082041933
76816,32,50,1820.5,20,104,1,Undisclosed,Married,Boston,1,71,973,50,0.051387,1.8710174717
76821,23,42,1362.0,31,232,1,Undisclosed,Undisclosed,San Mateo,Undisclosed,63,1277,38,0.03289,1.0665622553
76824,16,51,1953.0,19,124,1,Male,Divorced/Seperated,Boston,0,57,946,47,0.053911,2.0644820296
76826,4,64,2480.0,16,149,1,Undisclosed,Married,New York City,3,63,1021,61,0.062684,2.4289911851
76830,6,63,2318.5,18,100,1,Male,Divorced/Seperated,Seattle,1,62,1110,60,0.056757,2.0887387387
76836,16,58,2083.0,19,73,1,Male,Single,Seattle,0,35,1096,53,0.05292,1.9005474453
76842,4,55,2261.0,19,69,1,Male,Divorced/Seperated,New York City,4,57,1024,54,0.053711,2.2080078125
76843,12,69,2587.5,19,202,1,Male,Single,Denver,0,28,1299,62,0.053118,1.9919168591
76846,5,60,2218.75,17,94,1,Male,Undisclosed,New York City,Undisclosed,58,1021,53,0.058766,2.1731145935
76849,10,71,3215.0,15,70,1,Male,Single,Boston,0,17,1024,65,0.069336,3.1396484375
76852,16,30,1268.5,34,98,4,Female,Married,San Mateo,5+,65,999,30,0.03003,1.2697697698
76855,2,47,1772.25,29,148,2,Male,Divorced/Seperated,San Mateo,1,17,1329,45,0.035365,1.3335214447
76857,17,55,2194.75,20,94,1,Female,Undisclosed,Seattle,Undisclosed,71,1074,53,0.05121,2.0435288641
76859,30,46,1996.5,22,90,1,Female,Undisclosed,Boston,Undisclosed,45,1003,43,0.045862,1.9905284148
76860,16,65,2766.25,20,213,1,Male,Single,Denver,0,50,1261,59,0.051546,2.1936954798
76861,35,44,1675.25,24,85,2,Female,Single,Seattle,0,42,1057,42,0.041627,1.584910123
76862,6,59,2391.5,18,64,1,Male,Divorced/Seperated,Seattle,4,68,1070,55,0.05514,2.235046729
76863,5,70,2677.0,14,51,1,Female,Divorced/Seperated,Seattle,2,38,939,62,0.074547,2.8509052183
76873,25,46,1822.75,22,97,1,Male,Married,New York City,1,31,997,39,0.046138,1.8282347041
76878,30,56,1803.25,15,54,1,Undisclosed,Single,New York City,0,41,856,54,0.065421,2.1066004673
76881,28,38,1446.0,34,256,1,Male,Undisclosed,San Mateo,Undisclosed,17,1287,37,0.029526,1.1235431235
76883,23,37,1287.75,35,129,1,Male,Divorced/Seperated,San Mateo,3,33,1272,37,0.029088,1.0123820755
76884,8,59,2116.5,22,217,1,Female,Single,Denver,0,67,1304,57,0.045245,1.6230828221
76885,68,37,1380.75,35,192,1,Undisclosed,Undisclosed,San Mateo,Undisclosed,76,1283,36,0.028839,1.0761886204
76888,29,63,2349.75,17,105,1,Female,Single,Seattle,0,60,1075,61,0.058605,2.1858139535
76903,4,61,2508.25,16,72,1,Female,Married,New York City,2,54,985,56,0.061929,2.5464467005
76905,23,51,2181.5,19,124,1,Female,Married,Boston,3,75,981,47,0.051988,2.2237512742
76906,13,39,1552.25,35,218,1,Male,Married,San Mateo,1,64,1338,37,0.029148,1.1601270553
76907,10,54,2432.75,18,99,2,Male,Married,Boston,4,27,940,54,0.057447,2.5880319149
76911,65,59,1917.5,16,137,1,Female,Single,New York City,0,63,981,56,0.060143,1.9546381244
76913,34,51,1615.25,20,123,1,Undisclosed,Married,New York City,1,34,1012,51,0.050395,1.5960968379
76914,6,81,3333.25,16,77,1,Female,Married,Denver,2,22,1269,75,0.06383,2.6266745469
76928,15,67,3014.75,18,177,2,Undisclosed,Undisclosed,Denver,Undisclosed,81,1221,65,0.054873,2.4690827191
76931,11,54,1971.0,21,95,1,Female,Single,Seattle,0,55,1116,51,0.048387,1.7661290323
76935,70,47,1756.0,21,99,1,Male,Married,New York City,2,22,991,45,0.047427,1.7719475277
76937,11,53,2057.5,21,206,1,Male,Married,Seattle,3,53,1101,49,0.048138,1.8687556767
76938,19,64,2628.0,18,106,1,Male,Married,Seattle,3,70,1115,63,0.057399,2.3569506726
76941,12,37,1407.75,33,222,1,Female,Single,San Mateo,0,31,1176,34,0.031463,1.1970663265
76946,17,53,2013.75,19,116,1,Male,Married,Boston,1,72,1014,47,0.052268,1.9859467456
76948,23,30,965.0,41,246,1,Male,Single,San Mateo,0,41,1193,29,0.025147,0.8088851635
76954,74,47,1970.0,28,228,1,Female,Married,San Mateo,4,33,1302,43,0.036098,1.5130568356
76956,8,41,1601.25,30,162,1,Male,Married,San Mateo,3,65,1221,36,0.033579,1.3114250614
76960,18,49,1623.0,21,116,1,Male,Married,Boston,0,20,1002,43,0.048902,1.619760479
76966,19,72,2751.0,18,84,1,Male,Single,Denver,0,60,1265,63,0.056917,2.1747035573
76970,7,62,2558.0,18,89,1,Male,Single,Seattle,0,29,1090,57,0.056881,2.3467889908
76982,13,60,2398.25,19,93,1,Male,Single,Denver,0,72,1144,58,0.052448,2.0963723776
76985,7,63,2616.25,19,69,1,Male,Undisclosed,Denver,Undisclosed,77,1161,60,0.054264,2.2534453058
76988,29,43,1634.5,22,171,1,Female,Married,Boston,2,82,954,41,0.045073,1.713312369
76989,14,52,2016.5,19,85,1,Male,Single,Boston,1,68,1000,48,0.052,2.0165
76992,17,50,1832.0,25,178,2,Female,Married,San Mateo,2,59,1254,49,0.039872,1.4609250399
77001,3,66,2865.75,16,69,2,Female,Single,New York City,2,57,1034,59,0.06383,2.7715183752
77002,21,51,1947.0,22,87,1,Female,Married,Seattle,1,31,1117,48,0.045658,1.7430617726
77006,12,42,1475.25,30,131,2,Undisclosed,Married,Denver,4,60,1235,42,0.034008,1.194534413
77013,54,61,3150.5,18,153,2,Female,Married,Denver,2,27,1086,60,0.056169,2.9010128913
77014,10,64,2674.5,20,130,1,Male,Single,Denver,0,56,1236,60,0.05178,2.1638349515
77015,3,58,2284.75,18,76,1,Female,Divorced/Seperated,Boston,2,75,1027,54,0.056475,2.2246835443
77016,22,61,2250.0,18,89,1,Male,Undisclosed,Seattle,Undisclosed,75,1086,57,0.056169,2.0718232044
77019,18,55,1955.75,21,78,2,Male,Married,Seattle,1,33,1125,52,0.048889,1.7384444444
77028,24,52,1777.0,20,100,1,Female,Married,Boston,2,33,1028,48,0.050584,1.7285992218
77036,25,41,2003.0,27,133,1,Undisclosed,Married,San Mateo,0,69,1072,37,0.038246,1.8684701493
77042,0,57,2384.5,18,103,1,Female,Single,New York City,0,82,1017,56,0.056047,2.3446411013
77049,11,55,2304.75,19,65,1,Male,Single,Seattle,0,51,1017,51,0.054081,2.2662241888
77050,4,65,2806.25,16,65,2,Female,Married,New York City,1,80,1005,57,0.064677,2.7922885572
77052,16,50,1969.0,19,79,1,Male,Married,Boston,1,77,947,47,0.052798,2.0791974657
77054,13,61,2128.5,19,79,1,Female,Married,Seattle,3,39,1114,57,0.054758,1.9106822262
77055,11,53,2055.5,19,60,1,Male,Single,New York City,0,58,970,52,0.054639,2.1190721649
77057,22,63,2603.75,16,67,1,Female,Single,New York City,0,50,993,60,0.063444,2.6221047331
77060,5,62,2316.75,21,131,1,Male,Married,Denver,3,54,1262,59,0.049128,1.8357765452
77061,18,61,2212.0,17,189,1,Male,Married,New York City,0,77,1023,58,0.059629,2.1622678397
77065,1,66,2329.5,16,76,1,Male,Married,Seattle,1,58,1073,64,0.06151,2.1710158434
77068,85,34,1322.5,37,299,1,Male,Divorced/Seperated,San Mateo,0,17,1261,32,0.026963,1.0487708168
77074,35,60,2269.75,17,127,1,Female,Single,Boston,0,59,1003,53,0.059821,2.2629611167
77076,36,29,848.5,36,157,3,Female,Married,San Mateo,2,34,1024,27,0.02832,0.8286132813
77087,5,67,2629.25,17,54,1,Female,Divorced/Seperated,Seattle,0,62,1101,63,0.060854,2.3880563124
77088,21,61,2737.5,17,67,1,Female,Married,New York City,3,80,1001,56,0.060939,2.7347652348
77100,19,35,1207.0,39,182,1,Male,Single,San Mateo,0,42,1336,35,0.026198,0.9034431138
77103,5,65,2818.75,16,68,1,Male,Undisclosed,New York City,Undisclosed,47,1030,51,0.063107,2.7366504854
77104,36,40,1239.25,30,137,1,Male,Married,San Mateo,2,50,1185,37,0.033755,1.0457805907
77112,41,55,2385.5,18,144,1,Female,Single,Boston,0,19,990,50,0.055556,2.4095959596
77114,34,37,1452.25,35,255,1,Female,Single,San Mateo,2,81,1277,36,0.028974,1.1372357087
77116,7,55,2272.25,19,83,1,Male,Married,Seattle,1,24,1028,52,0.053502,2.2103599222
77119,12,66,2283.0,19,182,1,Female,Married,Denver,1,32,1262,62,0.052298,1.8090332805
77120,17,67,2823.25,16,84,1,Male,Single,Seattle,0,23,1092,60,0.061355,2.5853937729
77122,24,50,1873.5,20,138,1,Male,Married,Boston,2,55,998,46,0.0501,1.877254509
77123,27,49,1973.5,20,96,1,Male,Married,New York City,5+,41,987,47,0.049645,1.9994934144
77127,41,57,2121.75,24,358,1,Female,Married,San Mateo,4,63,1344,55,0.042411,1.5786830357
77132,11,54,1836.25,19,62,1,Undisclosed,Undisclosed,Boston,Undisclosed,31,1021,50,0.052889,1.7984818805
77133,3,74,2482.75,15,91,1,Male,Divorced/Seperated,Seattle,1,47,1122,69,0.065954,2.2127896613
77135,12,66,2417.5,16,115,1,Undisclosed,Single,New York City,0,45,1016,61,0.064961,2.3794291339
77136,22,71,3029.5,16,108,1,Male,Single,Denver,0,18,1154,67,0.061525,2.6252166378
77137,4,55,2338.5,18,138,1,Female,Single,Boston,0,24,960,54,0.057292,2.4359375
77138,19,56,2388.75,19,77,1,Female,Single,Seattle,0,25,1045,51,0.053589,2.2858851675
77139,16,75,2997.0,16,111,1,Female,Single,Denver,0,74,1220,69,0.061475,2.456557377
77147,22,59,2421.0,17,73,1,Male,Married,New York City,3,56,996,54,0.059237,2.4307228916
77148,8,55,1924.5,19,87,1,Female,Married,Boston,3,77,1001,52,0.054945,1.9225774226
77155,13,55,2457.25,23,150,1,Male,Married,Denver,2,33,1262,54,0.043582,1.9471077655
77159,11,49,1803.0,25,151,1,Undisclosed,Single,Denver,0,44,1205,47,0.040664,1.4962655602
77161,81,58,2122.5,17,88,1,Female,Single,New York City,0,28,1013,56,0.057256,2.0952615992
77164,2,50,1724.25,24,176,2,Female,Single,San Mateo,0,39,1186,44,0.042159,1.453836425
77165,12,59,1896.5,17,98,1,Undisclosed,Single,New York City,0,18,1006,55,0.058648,1.8851888668
77171,15,60,2423.0,18,81,1,Female,Single,Seattle,0,72,1080,55,0.055556,2.2435185185
77176,33,52,2653.75,19,101,1,Female,Married,Seattle,2,63,994,48,0.052314,2.6697686117
77178,22,49,2192.75,18,66,1,Undisclosed,Married,Boston,3,66,870,45,0.056322,2.5204022989
77180,43,56,2314.5,18,61,1,Male,Divorced/Seperated,Boston,4,80,995,54,0.056281,2.3261306533
77182,0,62,2409.75,18,96,1,Female,Single,Seattle,0,37,1120,57,0.055357,2.1515625
77185,7,64,2329.25,16,93,1,Male,Divorced/Seperated,New York City,2,63,1012,60,0.063241,2.3016304348
77192,20,60,2200.0,17,100,1,Female,Married,New York City,2,75,1005,54,0.059701,2.1890547264
77201,25,50,1763.5,20,67,1,Undisclosed,Single,Boston,2,24,983,48,0.050865,1.7939979654
77211,24,54,1885.5,19,86,1,Undisclosed,Single,New York City,0,64,1012,50,0.05336,1.8631422925
77216,46,42,1572.5,33,140,1,Female,Single,San Mateo,0,75,1387,36,0.030281,1.133741889
77226,17,62,2442.75,18,70,1,Female,Single,Seattle,0,73,1076,58,0.057621,2.2702137546
77228,6,66,2616.25,17,90,1,Female,Single,Seattle,0,70,1123,61,0.058771,2.3296972395
77232,50,63,2477.5,20,96,1,Female,Undisclosed,Denver,Undisclosed,34,1234,59,0.051053,2.0076985413
77235,9,45,1489.5,30,274,1,Female,Single,San Mateo,1,59,1329,38,0.03386,1.1207674944
77246,17,59,1945.5,19,69,1,Female,Married,Seattle,3,55,1102,55,0.053539,1.7654264973
77249,9,47,2008.0,21,90,1,Female,Divorced/Seperated,New York City,2,78,960,41,0.048958,2.0916666667
77255,61,26,925.0,47,177,1,Female,Married,San Mateo,2,36,1194,25,0.021776,0.7747068677
77257,13,51,2072.25,22,100,1,Male,Married,Seattle,4,19,1099,49,0.046406,1.885577798
77258,31,53,2075.5,21,82,1,Male,Single,Seattle,0,75,1107,49,0.047877,1.8748870822
77267,6,55,2574.25,18,212,1,Male,Married,New York City,5+,45,988,51,0.055668,2.6055161943
77268,9,40,1563.0,25,95,1,Male,Undisclosed,Seattle,Undisclosed,74,980,37,0.040816,1.5948979592
77272,47,54,2080.0,17,69,1,Male,Married,Boston,2,46,900,49,0.06,2.3111111111
77273,11,59,1975.25,20,77,1,Undisclosed,Married,Denver,1,40,1183,57,0.049873,1.6696956889
77274,37,69,3058.75,18,134,1,Male,Married,Denver,1,64,1242,65,0.055556,2.4627616747
77283,13,32,1091.0,26,192,1,Male,Married,San Mateo,4,43,818,32,0.03912,1.3337408313
77291,74,76,3197.0,14,61,1,Male,Single,Denver,0,74,1136,71,0.066901,2.8142605634
77296,42,55,2225.75,18,100,1,Male,Married,New York City,3,51,963,50,0.057113,2.3112668744
77303,28,62,1961.0,16,128,1,Female,Undisclosed,New York City,Undisclosed,38,988,58,0.062753,1.9848178138
77304,49,54,2009.0,18,68,1,Female,Single,Boston,0,66,959,50,0.056309,2.0948905109
77308,18,49,2083.0,20,51,1,Female,Married,Boston,4,54,968,45,0.05062,2.1518595041
77311,27,49,1863.5,28,345,1,Male,Single,San Mateo,0,41,1345,48,0.036431,1.3855018587
77315,14,55,2620.5,20,83,1,Female,Single,Denver,0,18,1090,51,0.050459,2.4041284404
77319,68,35,1157.5,38,219,1,Female,Single,San Mateo,0,52,1331,35,0.026296,0.869646882
77320,25,57,2126.5,17,70,1,Female,Married,New York City,2,82,954,52,0.059748,2.2290356394
77322,67,35,1225.0,34,260,2,Female,Married,San Mateo,2,53,1189,34,0.029437,1.0302775442
77332,12,62,2670.25,19,99,1,Male,Married,Denver,0,18,1145,58,0.054148,2.3320960699
77339,3,35,1245.0,37,177,6,Male,Divorced/Seperated,San Mateo,1,54,1274,34,0.027473,0.9772370487
77341,76,44,1705.25,27,258,1,Female,Single,San Mateo,1,24,1207,39,0.036454,1.4128003314
77345,37,48,2026.5,20,90,1,Male,Single,New York City,0,69,959,46,0.050052,2.1131386861
77352,26,48,1533.5,22,135,2,Female,Single,Seattle,2,61,1052,47,0.045627,1.4576996198
77353,34,44,1399.5,28,182,1,Male,Single,San Mateo,0,24,1212,42,0.036304,1.1547029703
77355,6,52,1898.25,21,137,1,Female,Single,Seattle,0,69,1098,50,0.047359,1.7288251366
77358,20,67,3359.0,18,121,1,Female,Married,Denver,4,20,1165,62,0.057511,2.8832618026
77367,6,62,2350.5,15,76,1,Male,Single,Boston,0,82,922,62,0.067245,2.5493492408
77380,34,42,1627.75,22,189,1,Female,Undisclosed,San Mateo,Undisclosed,41,896,42,0.046875,1.8166852679
77383,13,68,3205.25,18,165,1,Female,Single,Denver,0,75,1211,63,0.056152,2.6467795211
77385,25,61,2503.0,16,105,1,Male,Single,New York City,0,79,975,59,0.062564,2.5671794872
77386,11,52,2080.0,20,85,1,Male,Married,Seattle,0,43,1022,49,0.050881,2.0352250489
77388,16,46,1937.0,23,116,1,Male,Single,New York City,0,82,1025,41,0.044878,1.8897560976
77390,87,55,1818.75,18,62,1,Female,Married,Seattle,2,30,971,52,0.056643,1.873069001
77391,7,56,2023.0,20,104,1,Female,Single,Seattle,0,72,1089,50,0.051423,1.8576675849
77394,45,50,1932.0,22,135,1,Female,Single,Seattle,0,69,1075,49,0.046512,1.7972093023
77401,16,36,1612.5,29,165,1,Female,Divorced/Seperated,San Mateo,5+,22,1013,36,0.035538,1.5918065153
77406,18,50,2203.5,22,127,1,Male,Divorced/Seperated,Denver,2,29,1110,49,0.045045,1.9851351351
77407,12,53,1631.25,19,88,2,Female,Married,Boston,1,69,1023,46,0.051808,1.5945747801
77415,31,53,1871.0,18,72,1,Male,Single,Boston,1,57,977,53,0.054248,1.9150460594
77416,15,49,1519.5,22,149,1,Female,Married,Seattle,2,35,1070,44,0.045794,1.4200934579
77417,6,54,1912.5,21,112,1,Female,Single,Seattle,0,56,1095,53,0.049315,1.7465753425
77422,17,66,2905.5,15,75,1,Female,Married,New York City,4,63,996,58,0.066265,2.9171686747
77434,16,69,2550.75,17,82,1,Male,Single,Denver,0,72,1183,67,0.058326,2.1561707523
77435,24,52,1731.25,19,79,1,Female,Single,Boston,0,22,1000,51,0.052,1.73125
77445,6,40,1175.5,32,165,1,Female,Married,San Mateo,3,23,1240,38,0.032258,0.947983871
77451,21,52,1983.0,23,72,1,Male,Married,Denver,2,80,1154,51,0.045061,1.7183708839
77452,8,60,2592.0,17,61,1,Female,Married,New York City,2,27,979,56,0.061287,2.6475995914
77455,30,62,2634.75,15,70,1,Male,Married,Boston,1,49,939,61,0.066028,2.8059105431
77456,40,52,2226.5,24,207,1,Male,Married,San Mateo,1,78,1274,50,0.040816,1.7476452119
77457,21,44,1246.25,23,168,1,Female,Single,Boston,0,53,993,42,0.04431,1.2550352467
77460,10,37,1360.0,35,122,1,Female,Married,San Mateo,4,72,1253,36,0.029529,1.0853950519
77462,26,46,1851.75,20,126,1,Female,Married,Boston,2,36,923,44,0.049837,2.0062296858
77466,17,69,2432.0,15,60,1,Male,Married,New York City,2,77,1003,64,0.068794,2.4247258225
77471,5,59,2674.5,22,223,1,Female,Married,Denver,0,56,1303,58,0.04528,2.05257099
77472,9,55,2548.0,16,71,1,Female,Married,New York City,0,55,891,53,0.061728,2.859708193
77473,27,61,2672.25,16,72,1,Male,Single,Boston,0,77,969,57,0.062951,2.7577399381
77474,28,71,3004.25,17,67,1,Female,Undisclosed,Denver,Undisclosed,76,1229,64,0.057771,2.4444670464
77477,37,58,2278.5,17,64,1,Female,Married,Boston,1,75,1025,55,0.056585,2.2229268293
77478,21,53,1785.25,19,111,1,Undisclosed,Married,New York City,4,74,1014,51,0.052268,1.7606015779
77480,9,42,1479.5,33,363,1,Male,Single,San Mateo,0,19,1345,40,0.031227,1.1
77482,13,64,2215.0,20,119,1,Male,Single,Denver,1,20,1298,59,0.049307,1.7064714946
77486,12,67,2651.25,19,136,1,Male,Divorced/Seperated,Denver,4,30,1248,67,0.053686,2.1243990385
77493,28,67,2678.5,15,56,1,Male,Married,Boston,2,34,1013,61,0.06614,2.6441263574
77496,54,58,2081.25,16,114,1,Female,Undisclosed,Boston,Undisclosed,68,988,50,0.058704,2.1065283401
77499,3,49,1717.0,21,152,1,Female,Married,New York City,2,51,1007,44,0.048659,1.7050645482
77506,21,48,2028.25,21,150,1,Female,Single,Boston,0,32,986,47,0.048682,2.0570486815
77508,5,51,1874.75,22,113,2,Undisclosed,Married,San Mateo,2,17,1113,50,0.045822,1.6844115004
77514,4,61,2282.25,17,69,1,Undisclosed,Married,New York City,3,81,1023,55,0.059629,2.2309384164
77515,21,50,1733.25,20,83,1,Undisclosed,Married,Boston,2,26,987,45,0.050659,1.7560790274
77518,60,55,2063.25,21,171,1,Female,Married,Denver,4,24,1168,50,0.047089,1.7664811644
77520,26,41,1621.0,33,184,1,Male,Married,San Mateo,2,47,1336,38,0.030689,1.2133233533
77522,7,68,2808.25,15,108,1,Male,Divorced/Seperated,New York City,1,26,1017,64,0.066863,2.7613077679
77526,18,68,2489.5,14,54,1,Male,Undisclosed,Boston,Undisclosed,25,934,66,0.072805,2.6654175589
77529,1,59,2107.0,18,95,1,Male,Married,New York City,1,68,1024,57,0.057617,2.0576171875
77530,63,40,1411.0,31,280,1,Male,Undisclosed,San Mateo,Undisclosed,74,1268,40,0.031546,1.1127760252
77531,11,60,1926.25,17,85,1,Male,Single,New York City,0,49,1027,59,0.058423,1.8756085686
77537,15,63,2163.5,18,92,1,Female,Single,Seattle,0,39,1102,60,0.057169,1.9632486388
77542,18,41,1706.0,25,108,3,Female,Single,Boston,0,66,1021,39,0.040157,1.6709108717
77546,16,61,2433.0,17,75,1,Female,Married,New York City,0,43,1018,56,0.059921,2.3899803536
77548,4,57,2037.0,17,104,1,Undisclosed,Single,New York City,0,56,961,55,0.059313,2.1196670135
77550,7,69,2537.5,16,96,1,Female,Single,Seattle,0,19,1107,62,0.062331,2.2922312556
77551,46,59,2628.5,18,133,1,Male,Divorced/Seperated,Seattle,2,18,1074,55,0.054935,2.4473929236
77558,24,65,2515.5,15,81,1,Male,Single,Boston,0,30,995,57,0.065327,2.5281407035
77560,31,55,1798.5,20,129,2,Female,Single,Seattle,0,56,1124,52,0.048932,1.600088968
77561,25,44,1864.25,26,166,1,Male,Single,San Mateo,1,48,1127,42,0.039042,1.6541703638
77564,7,55,2329.5,19,91,1,Female,Married,Denver,0,71,1009,53,0.054509,2.3087215064
77574,40,56,1834.0,18,163,1,Female,Married,Boston,1,52,999,52,0.056056,1.8358358358
77577,23,51,1712.0,26,151,1,Male,Married,San Mateo,4,75,1285,50,0.039689,1.3322957198
77587,4,36,1412.5,35,437,1,Female,Single,San Mateo,2,59,1239,34,0.029056,1.1400322841
77588,3,54,2093.75,21,114,1,Male,Single,Seattle,0,22,1110,52,0.048649,1.8862612613
77590,23,33,1222.5,38,216,1,Male,Single,San Mateo,0,60,1248,32,0.026442,0.9795673077
77593,13,52,2110.5,20,111,1,Male,Married,Denver,2,64,1050,48,0.049524,2.01
77601,12,65,2854.0,17,103,1,Male,Single,Seattle,0,58,1063,59,0.061148,2.6848541863
77605,16,54,1913.25,19,78,1,Male,Undisclosed,Boston,Undisclosed,18,1016,53,0.05315,1.8831200787
77611,3,62,2685.5,17,93,1,Undisclosed,Married,Boston,1,74,1018,55,0.060904,2.6380157171
