CUSTOMER_ID,AVERAGE_SPENDING
75281,37.97
176991,36.33
154972,43.99
168407,42.52
109663,33.46
137667,36.08
154820,38.75
16633,45.24
199149,41.32
113027,46.07
153888,38.55
42453,41.33
124863,38.61
81312,42.45
141519,41.89
140171,40.02
57929,42.74
67483,43.51
27932,31.98
141662,37.61
110452,34.45
79059,38.73
102793,40.68
64770,43.09
140907,34.74
49913,37.36
136815,32.37
76208,39.52
56268,44.71
15438,38.49
80181,32.61
86484,35.83
24506,39.27
41963,44.27
48866,38.26
51178,39.14
42968,42.73
143631,37.32
125200,38.07
43141,37.25
170483,38.60
82087,34.08
121280,43.81
144597,37.18
157614,36.56
198131,35.68
97625,30.81
32741,47.39
31868,43.94
64122,37.58
69009,38.85
21627,34.81
82638,40.04
145997,35.37
100005,46.75
116788,42.11
159747,33.80
95191,32.71
161869,41.14
107032,42.78
137780,34.92
119578,29.86
66293,38.46
153574,36.34
51392,34.13
64004,31.63
177031,37.89
182377,34.17
197848,40.34
156938,37.38
147866,38.08
141930,39.14
196061,41.44
81190,34.78
144968,33.72
134950,39.38
37123,34.03
62993,38.07
77055,39.06
136109,36.89
88380,35.96
189962,39.85
181657,37.88
197686,31.49
84061,45.86
181141,46.52
70976,40.49
128776,36.17
170174,33.23
44923,31.13
52229,34.00
5143,35.41
135206,36.68
64569,35.80
105648,44.21
127669,40.68
32938,41.16
58577,38.46
126431,38.56
129390,38.25
120286,37.58
59681,34.58
115347,35.17
89694,36.07
75803,35.82
73788,33.33
107640,40.17
193573,39.15
38276,37.04
165887,34.34
139014,36.92
118598,37.95
150646,36.21
134440,40.66
160858,42.59
139701,38.84
84969,36.22
60291,33.34
139869,40.18
188213,38.22
76358,37.41
84360,46.25
62857,36.60
129882,35.05
77819,43.12
145036,40.61
192092,41.30
178445,35.46
21624,32.37
137473,45.58
199100,34.47
104823,39.88
171816,34.62
198030,41.06
179986,48.55
2652,35.30
48056,40.01
128655,32.72
118738,37.64
100758,41.68
109301,32.91
37790,35.36
162231,32.99
190247,47.05
97164,35.29
198796,34.72
131422,49.57
179809,37.25
95733,44.25
128610,39.51
186573,31.97
12128,41.44
192549,39.16
182192,33.91
176492,35.15
190029,41.92
133262,37.23
159212,26.68
62524,40.89
163586,35.71
68181,39.04
173382,41.06
169190,42.91
125700,38.68
79839,36.20
38426,34.23
49111,35.82
195950,37.82
54220,48.80
114886,35.45
632,37.36
146834,41.84
1640,36.53
89600,42.58
195261,39.18
157589,39.65
186507,38.96
177034,34.24
138736,42.90
1096,37.53
115911,32.69
132271,40.58
161999,41.52
129593,37.31
178639,38.77
175481,40.10
65625,35.59
190559,35.04
80483,41.93
45031,42.02
24117,43.93
42260,42.53
93526,36.57
173945,35.84
57501,37.78
167626,36.03
62163,25.44
43630,32.19
46830,31.63
121647,41.94
108298,41.39
120707,44.92
92989,34.69
173592,40.05
190757,42.29
132417,35.85
119412,48.16
62979,38.85
194436,37.70
170432,39.14
112899,42.50
159130,37.32
196207,43.45
79435,37.56
197788,30.52
137410,34.33
56870,36.13
170006,41.57
177914,40.76
165529,36.96
174372,37.32
45026,38.86
30498,45.71
113749,34.46
39375,38.93
27552,38.15
194691,29.95
92824,34.90
90134,45.28
33411,36.91
89178,34.00
136491,37.62
192824,37.54
64599,35.74
127405,27.40
110856,44.41
6933,40.26
92335,42.00
167213,43.50
124238,39.79
182122,31.97
77386,40.26
86365,39.89
107219,40.46
102180,30.69
147152,43.20
104891,34.43
175662,41.99
113127,41.76
108670,39.11
195273,33.10
141594,46.78
40576,40.86
178132,41.62
39044,45.38
169584,37.95
171260,44.81
178574,36.36
179317,43.51
91618,41.71
87835,37.85
9271,37.22
164848,35.85
169080,43.72
44774,43.08
190604,39.76
92599,40.45
79265,35.65
45255,45.69
41465,37.30
64897,42.76
171047,36.61
144727,46.28
139902,36.75
124555,43.40
58906,36.87
93505,44.98
65032,35.53
98641,39.51
143972,40.36
115214,38.15
127793,33.48
85131,38.00
134703,39.19
143831,34.27
127895,38.66
191318,34.22
115573,38.34
124349,28.69
166171,44.09
140234,40.51
2021,33.60
58820,35.94
110386,38.57
190186,39.94
152368,40.16
133016,41.66
108046,46.39
56744,28.86
31666,38.21
26545,35.17
148088,40.00
76592,48.40
184047,44.40
160088,41.83
28342,34.54
79354,48.28
152913,42.53
128210,36.99
147752,44.07
26366,36.27
73403,39.03
142997,40.92
149673,39.18
66962,32.56
127424,43.05
44301,38.07
36722,37.97
70555,39.03
156264,39.54
21376,43.45
170749,41.78
111151,38.84
169413,35.91
146549,35.51
163837,35.03
170438,40.73
90790,38.56
122349,43.33
100240,43.95
106509,42.11
162232,29.95
183561,42.25
58091,35.08
15416,39.42
66760,40.95
113559,38.90
97583,38.72
62068,41.08
191018,35.91
52786,42.51
35528,35.41
142345,31.17
158877,33.02
140093,40.54
196437,37.34
98986,43.51
86881,39.10
183841,41.37
112413,37.24
104848,43.95
173247,36.35
92138,32.06
185069,43.21
170271,35.58
47483,39.52
152267,31.13
49059,39.50
113950,37.61
67529,40.92
84503,41.32
137502,36.11
19689,49.01
156662,41.53
78259,37.27
49806,45.04
96764,46.84
64744,38.75
89804,44.79
143509,37.21
145073,53.59
105115,40.79
152204,40.41
45644,38.10
82846,35.22
142211,46.85
92600,36.80
155190,35.79
142236,35.23
92390,45.65
199719,41.09
65056,38.91
192255,32.17
128362,41.86
18355,35.73
148068,43.23
135782,40.92
46375,40.62
158155,39.19
117973,31.91
88669,36.54
12863,42.71
103252,34.15
102914,33.65
158425,34.09
165815,33.40
31164,41.58
107805,40.10
19841,34.41
161500,35.20
87671,37.15
50905,37.56
44238,39.41
60727,36.43
106697,39.07
126578,39.64
150039,41.31
62222,32.44
29898,39.85
112542,35.25
145797,36.01
157193,44.50
23308,38.36
134686,35.81
48187,38.52
24551,37.91
124083,38.42
182384,41.66
121016,40.28
164713,43.15
126473,42.74
182380,38.54
112836,34.64
45794,47.26
135573,32.78
148712,39.23
188598,38.11
189965,34.05
23377,37.64
50687,36.98
57749,41.02
43425,35.21
137550,38.74
175209,39.60
197874,38.02
125777,29.36
150150,38.05
136685,40.84
70562,38.36
104396,26.58
83882,38.29
189094,42.03
83603,37.30
40920,39.53
41824,31.99
28646,38.06
117299,36.88
93952,33.30
150732,32.07
188816,37.20
150557,31.21
26871,38.55
68338,33.59
115252,38.47
30085,40.01
128396,40.13
106828,34.02
95744,32.94
151153,41.75
1059,41.90
83164,38.38
45057,39.07
101953,42.91
33527,43.29
56673,46.74
122433,40.79
123814,38.31
173016,38.79
133012,33.14
156272,39.95
159901,44.06
115758,33.01
127983,41.56
42817,40.87
82544,30.13
104538,34.46
194308,49.33
129148,31.87
66944,38.12
157212,38.56
82152,35.07
104187,44.39
71403,43.48
60795,40.27
103753,44.83
169516,39.57
105579,40.26
22913,40.19
94766,35.35
131149,35.71
117167,46.86
20814,45.71
66871,43.06
66302,44.02
61024,37.26
192426,36.27
24697,33.04
108986,38.50
175709,34.70
138969,43.31
37362,44.25
36842,37.37
39008,42.85
86816,34.68
169974,44.26
30940,38.50
121914,41.56
195983,42.56
35574,42.27
186368,37.61
102419,36.31
12455,39.68
123083,37.55
114965,45.18
90752,38.53
110398,44.53
127828,32.40
83491,41.51
166941,37.23
43165,40.15
31761,43.85
122466,35.58
13689,39.45
63907,36.68
145736,39.55
98017,28.63
90401,44.63
174353,29.75
24159,34.91
98518,37.57
145735,38.99
177210,37.46
147313,34.53
88976,35.63
148169,42.55
56381,36.63
38029,36.18
93316,38.09
51139,40.76
134107,37.23
115661,37.64
102839,41.94
115590,45.33
185087,35.74
152517,35.20
148747,36.23
76431,32.65
152563,32.06
199486,35.28
127898,41.19
141641,36.77
64679,42.23
78906,45.94
5392,34.54
176184,40.65
31564,39.75
140288,39.08
143021,39.99
77807,36.12
53947,43.53
84602,34.04
154039,36.61
148080,45.03
98185,39.06
170619,36.95
141751,41.91
79616,38.47
61576,38.68
40861,41.59
178677,44.51
86279,33.15
114761,31.49
62382,41.50
22557,35.52
42811,35.50
23381,37.69
56623,41.75
187166,33.33
122760,44.19
80673,35.77
68294,38.40
197680,37.42
68967,35.79
182889,35.55
146451,36.32
169027,43.76
82392,43.91
100229,38.08
110327,38.85
197122,34.71
127010,41.16
142634,41.25
99192,39.08
74208,40.52
114132,38.05
196994,26.36
100917,38.52
86524,35.49
85735,33.49
110887,37.67
138671,38.38
177767,43.85
129946,38.96
98947,39.69
117534,35.84
121261,37.24
151502,35.49
65371,31.71
122866,41.13
148757,38.75
65699,41.11
82840,37.72
148170,32.61
90980,42.91
134891,34.76
71778,41.82
68438,36.44
64721,37.29
167394,40.63
186250,41.02
30679,37.50
108896,31.52
14371,39.84
165023,36.54
187889,45.72
129680,33.36
27839,45.60
119934,34.84
166289,39.01
37734,36.93
117241,36.99
67822,46.38
125362,37.41
17426,41.53
158959,34.35
56065,38.68
182137,41.65
147844,32.65
127125,35.55
171514,42.28
72742,38.30
189725,39.22
81703,38.23
138869,36.05
190485,30.95
197516,38.93
112266,38.17
104673,43.22
157914,36.70
19797,32.78
98341,42.22
26086,41.12
155925,48.89
75087,39.82
54928,36.99
139427,38.95
39569,35.84
90481,41.42
185695,39.37
162772,39.72
199939,34.83
56734,40.98
152072,38.14
47056,41.25
70254,41.08
183846,38.89
124722,38.09
116611,36.82
41722,39.33
185974,38.23
64812,38.60
33714,38.77
133643,40.71
195871,42.71
11645,33.51
183088,43.29
51754,37.31
163265,36.65
63865,40.29
163931,41.61
58849,36.93
182017,38.06
188049,33.45
82450,33.17
88665,39.82
22948,40.16
107624,40.98
112302,43.80
116567,37.89
86168,45.61
161358,32.44
36040,35.96
27946,36.37
190261,35.24
145768,37.58
125641,43.84
87488,31.08
86243,43.80
183618,32.60
163569,45.24
52356,37.94
181121,34.73
106980,38.68
52628,36.00
98736,38.46
196015,39.08
190711,34.81
150281,35.39
142939,38.44
44565,38.22
182676,41.79
44472,29.22
25462,40.63
122277,38.42
143483,40.17
136680,35.73
92070,38.85
32472,37.58
20961,42.11
156920,41.79
144908,37.15
156979,38.99
107677,39.00
31681,39.23
65280,39.10
35311,43.65
158859,48.77
79020,44.52
32871,35.48
86501,33.80
83386,39.58
52769,35.06
68215,39.66
124979,40.22
178643,32.61
50795,32.24
192779,37.86
14477,43.07
54634,40.83
78207,39.73
156716,36.93
106236,40.14
108186,37.80
136324,39.96
100428,36.50
71814,35.73
69463,38.98
98776,33.26
61488,39.67
181301,35.86
190021,41.58
99284,42.73
8449,41.75
189255,35.24
174332,37.04
106226,34.20
183968,32.12
122354,36.27
126427,42.89
123296,35.08
192140,33.81
35436,36.38
25449,43.44
54809,29.33
70262,39.93
199006,45.36
110262,37.15
51111,43.49
21098,41.62
97938,34.08
90209,33.66
152312,39.06
185076,40.57
98652,36.56
118045,34.79
197162,43.16
150714,37.31
151972,39.89
1092,34.10
121992,39.46
103253,31.30
68499,40.51
48785,39.70
22901,34.60
124944,39.75
149015,38.74
32984,36.27
83876,37.35
177890,40.43
189354,42.10
155338,34.62
145009,39.68
11469,32.47
31026,36.07
89894,35.24
25154,34.14
89877,34.05
89963,41.24
183434,41.01
73001,40.68
169210,45.22
173157,34.01
119691,41.00
116715,32.11
80785,37.25
115581,42.83
178187,36.15
68739,34.42
51235,40.71
152661,41.42
192479,32.86
156059,46.09
150088,35.38
155204,36.63
197522,40.01
35495,44.74
42303,34.87
63110,37.11
147463,46.77
164818,44.00
179091,38.50
41948,41.56
119547,39.52
182114,46.36
165476,40.75
198953,40.78
12411,36.42
184414,40.22
61953,36.60
109781,41.19
133174,34.23
152686,40.20
127187,40.52
130187,33.90
89993,40.84
90343,42.52
90709,39.15
94964,41.13
23500,38.80
139401,39.19
73444,33.46
133519,44.03
193384,34.72
82310,32.02
102605,38.67
90188,40.62
136592,37.98
175762,35.04
190986,40.41
104717,34.60
124777,42.34
183556,39.30
4443,40.30
175589,44.56
95885,43.43
166274,27.68
137748,41.34
130385,39.12
90774,39.87
122932,36.46
118156,39.55
171261,32.22
146034,38.86
196790,39.04
68650,38.76
196870,39.86
176032,29.72
141854,39.15
130948,39.93
106880,37.74
199955,33.57
187627,37.38
66359,39.45
164122,40.29
162581,44.01
64038,38.34
148283,43.56
61449,39.72
97940,41.23
121752,34.18
178784,39.64
86034,44.79
64015,39.93
135463,39.14
7389,39.09
118260,43.50
112939,40.42
89317,36.95
142785,45.37
44351,48.92
129047,45.59
48507,47.94
194150,36.58
147380,45.48
17038,36.61
123666,51.12
48008,39.34
190489,40.66
30548,40.08
15538,34.59
101028,37.22
183520,38.41
112891,42.69
194108,43.56
29052,44.31
170130,36.95
195060,38.71
42758,37.91
24898,39.57
118242,38.00
106749,33.11
82949,42.40
46590,33.26
181437,37.77
61843,34.39
124053,41.42
22315,37.13
41867,46.88
72987,40.13
88605,37.28
85611,39.01
66240,36.93
25540,50.58
167283,30.36
108292,42.16
39380,30.41
88777,37.05
33510,35.14
107330,33.99
95564,44.96
60477,43.38
135655,31.98
80529,38.90
138215,37.66
85558,36.21
168380,37.22
35108,36.68
76519,39.13
64440,36.46
124413,33.29
196932,35.95
170553,40.59
157976,37.12
30596,40.87
169032,40.38
77765,41.69
55827,39.54
43094,41.38
92950,42.56
119092,38.86
194947,36.26
133493,42.68
146873,32.16
73365,37.08
26664,39.38
87216,45.25
91322,34.72
78533,37.23
143928,44.00
101044,36.79
71914,30.77
133088,43.91
153294,41.25
65581,36.99
184749,29.06
181744,35.85
134861,34.52
88349,32.43
35727,41.49
159313,37.87
41695,30.32
109417,36.14
23335,37.66
169843,33.83
127861,33.60
184478,35.42
115400,41.28
127253,35.30
141720,33.18
167938,40.67
145004,42.52
100235,39.24
115628,39.63
90084,47.58
192229,35.73
6181,34.29
125155,36.99
118467,40.16
121320,40.69
28637,40.21
80615,33.40
35931,38.50
134936,37.55
150818,42.84
147821,43.54
134561,26.21
110306,46.71
91240,44.15
149737,34.79
188445,34.53
143458,37.62
84103,42.55
138663,42.35
154138,40.90
88766,42.56
159060,36.41
160912,38.99
183945,37.86
191152,36.48
145623,35.36
162889,41.69
17725,44.20
131544,40.86
140992,39.48
103199,38.86
176698,40.11
143227,36.37
55451,29.67
113080,45.98
178852,47.35
142447,32.82
128128,36.28
5439,38.98
57948,34.51
100639,37.07
87149,29.13
165978,43.73
189304,34.53
58995,35.42
83871,38.78
180669,33.42
132865,37.25
78665,31.18
153517,38.80
163497,40.29
135864,46.69
131212,39.28
112970,36.64
105100,36.54
122977,41.81
101683,34.40
7825,30.91
66179,38.70
142992,38.65
171357,40.04
127863,34.09
75757,39.90
30198,43.02
84191,37.89
67988,39.80
153743,43.07
139682,32.35
67811,34.47
53846,38.44
38495,46.72
81884,39.17
113181,32.48
131515,39.77
145537,36.75
136751,40.43
38112,32.90
32534,41.09
132097,47.58
81591,35.72
109051,36.97
113349,37.19
51970,41.00
141971,42.91
80179,47.33
6665,38.15
79455,33.33
82185,41.56
22136,40.74
113408,40.67
64850,39.80
31962,35.65
153496,37.85
69273,39.74
78161,44.67
137883,48.42
167628,37.80
65182,42.05
187199,36.89
25940,33.25
40084,43.91
92942,41.22
129709,37.76
195232,34.41
122233,33.30
16288,32.38
124572,33.98
129063,39.78
91508,34.70
157001,42.53
2337,27.70
96914,37.60
108428,40.96
142164,37.83
195515,33.80
99699,39.92
123225,33.51
116195,39.72
133633,36.86
121355,37.83
23765,32.94
63179,38.47
125766,39.35
125351,37.12
117041,44.34
62038,33.23
51774,37.87
148430,36.49
93236,41.24
1523,42.15
163104,40.49
26594,37.89
139056,39.80
63462,35.75
78862,38.69
106808,46.86
32887,39.33
73220,41.06
187137,36.17
137601,37.08
21204,45.03
109734,44.75
40484,41.23
61846,37.85
58432,30.18
198990,38.22
165860,32.83
122028,38.21
193918,42.06
26834,33.26
17977,35.79
85214,41.64
161117,36.02
62697,36.22
110180,39.38
122306,43.21
82315,32.74
67826,36.36
75574,44.10
94490,40.34
114970,42.57
161006,34.17
43595,35.27
48066,44.90
152754,46.04
108763,39.14
176159,44.41
59981,44.62
172027,35.81
111080,40.56
129053,36.79
88680,37.33
40867,37.73
74134,37.89
97788,40.37
165392,43.26
143210,38.31
22247,45.06
53859,36.64
160497,37.68
130136,35.49
184745,40.69
86184,33.38
102782,42.42
76273,36.79
93877,37.92
80652,38.06
176210,39.21
22638,44.07
85360,39.03
172084,44.11
48522,36.45
81716,34.62
178966,49.22
188649,27.07
156666,38.42
155643,39.83
9434,39.23
41274,39.86
153019,33.64
53922,45.07
90976,34.75
122880,38.08
88758,48.51
89359,35.86
58758,43.23
184974,45.38
94885,38.16
69041,39.19
42433,31.03
156100,39.83
23941,35.09
77114,39.11
83025,43.45
124946,38.72
172862,34.81
48403,41.80
188144,45.15
184231,39.35
82829,39.11
28190,38.41
46545,35.49
137875,37.67
128943,41.65
126760,43.00
37568,39.43
127475,40.38
198541,38.35
87179,35.49
89525,41.14
57484,43.85
53843,31.79
178107,37.74
154169,51.14
78855,32.82
58007,32.67
100149,43.05
149288,38.90
139126,38.97
45642,33.94
181674,35.50
48615,35.24
150997,41.96
21601,40.29
17940,42.30
141867,42.70
120272,31.57
55967,48.19
88686,31.32
156102,37.20
167866,41.13
142645,39.49
78573,37.18
160854,38.99
33309,46.25
36899,38.54
109869,36.60
98252,40.29
192295,34.22
15027,37.18
85996,40.27
150669,37.53
42437,38.67
81440,36.20
73903,45.04
50146,42.74
141635,36.83
57096,35.28
145961,39.28
57428,36.44
10146,36.02
139206,36.60
56314,40.62
8187,41.93
101399,36.93
29174,35.79
162764,37.88
57282,45.05
169388,35.94
42540,37.69
21245,38.30
97431,40.03
82945,36.19
45763,36.16
42007,36.23
186284,30.77
118198,30.39
195253,36.02
186654,43.80
10182,43.58
197456,36.18
113952,39.67
186763,43.62
150811,46.87
27832,34.10
68658,44.74
108083,38.74
75461,34.50
109194,41.43
89944,41.14
21535,41.56
68642,43.87
29809,37.31
58783,38.90
177982,34.35
67790,39.11
97173,29.87
96331,41.86
77493,39.48
174786,33.02
33975,39.76
25688,29.87
164477,39.78
87767,42.86
194129,39.08
153371,38.77
130416,37.84
85220,34.56
2816,47.45
137990,31.18
107538,41.83
49321,37.35
136150,40.98
46701,34.67
182012,39.74
23655,36.89
146397,33.31
76338,40.69
36422,40.01
137672,32.06
117556,39.59
93426,41.51
60026,37.85
93920,44.58
183600,36.23
41265,31.88
73758,45.94
125590,36.10
90106,36.01
121579,41.53
93773,32.32
77674,36.32
162115,40.55
47032,36.18
29225,37.20
114157,38.77
69694,38.94
106854,41.07
58545,34.98
154326,41.15
146666,34.97
135069,36.79
149196,45.24
108754,37.11
51554,38.69
166229,39.47
193734,39.89
37711,37.73
15181,36.31
42833,36.85
152824,38.60
56304,38.45
110292,42.26
132628,38.60
198444,42.34
86852,43.63
79225,42.64
40236,41.17
162872,31.66
190770,37.39
92445,39.01
55488,42.58
143487,47.08
148402,39.31
146989,40.17
135668,30.15
96049,34.73
168343,33.93
59944,38.26
194543,37.25
183230,41.93
43520,38.81
44038,36.71
97342,31.18
129033,47.73
156681,35.69
133346,42.94
62357,35.68
126804,36.71
49310,37.44
88675,40.88
48627,47.04
130619,39.09
109520,44.13
149695,35.02
70732,35.13
70155,37.39
3136,35.45
133908,37.54
80702,34.87
75080,44.14
108519,36.02
191721,39.44
151047,34.75
142597,42.35
169741,34.42
165639,37.59
131186,37.54
94637,47.42
159752,38.82
186693,47.97
171658,37.78
79764,41.02
137519,33.26
187976,41.39
68630,36.36
9622,38.86
196494,33.48
160303,34.36
175224,41.25
143667,42.42
93853,39.40
150640,37.51
188226,36.42
93317,35.96
112194,34.49
173790,46.16
147230,39.19
67952,33.63
198070,38.76
101864,29.94
116892,29.49
59207,35.27
135524,41.32
85538,32.97
120369,36.17
86227,39.00
62044,41.55
170192,41.10
118909,41.05
78737,35.36
110057,38.31
168403,39.89
118794,30.85
95214,35.55
146477,34.43
24408,39.82
193503,35.19
123828,40.14
100980,35.71
74436,44.08
89113,36.23
194594,38.11
101474,39.20
194029,37.30
190149,40.48
157309,44.63
127538,44.97
135999,42.65
193928,38.23
169384,40.20
48645,52.10
190226,41.72
160264,42.65
194383,39.83
162455,43.59
161025,39.49
157429,40.60
57890,38.35
155189,41.42
155523,35.12
102146,44.20
116531,40.39
191036,30.40
114296,38.95
35560,46.13
75603,46.38
40807,33.82
52073,41.58
169349,40.38
62898,41.24
25025,38.06
89413,39.50
117854,44.45
189844,41.37
168831,34.82
129120,41.66
34157,40.65
94160,43.71
137497,44.25
87130,42.10
95984,36.77
118153,40.26
93402,47.12
38313,43.32
195972,34.30
29951,47.87
117498,37.30
70853,39.66
81798,40.75
27695,34.18
139199,38.53
85574,34.78
175269,44.83
15449,38.96
30122,33.06
40663,37.75
128336,33.85
26214,42.01
184787,44.88
50182,34.85
144534,38.69
22613,42.16
18802,40.29
106507,39.99
189152,40.88
20642,33.81
119211,39.15
85549,42.34
193181,40.82
154019,36.52
108098,42.05
180031,38.68
187571,36.02
133192,40.80
92477,39.27
28525,38.94
98957,44.44
6754,37.30
172691,39.74
193309,36.70
43798,39.14
99551,33.21
72784,41.96
73263,33.63
137553,39.99
75816,35.17
149043,39.37
82047,36.13
100213,42.84
105766,39.68
129841,37.58
100094,33.61
195966,35.16
133670,41.78
191077,41.89
102150,40.64
189672,38.77
79703,44.43
40790,41.06
154868,36.43
57703,39.37
73158,33.27
19597,35.26
40043,31.50
168040,42.66
17027,40.88
147181,32.74
195802,44.61
197554,33.72
130516,35.33
52289,32.66
116937,31.69
165374,34.48
123544,41.75
71703,44.63
166118,42.54
21985,37.16
106163,53.01
161018,40.76
82591,37.17
181888,34.83
160863,34.14
191591,43.46
161166,39.95
137710,38.92
154484,39.52
105205,41.06
72888,42.32
78377,38.76
88222,36.94
157528,43.27
177181,32.84
130218,40.97
183286,42.27
121936,37.29
114558,36.01
24540,33.20
67810,39.99
199403,30.59
174597,41.96
68485,36.03
43759,40.30
8418,33.39
163517,27.58
167181,33.79
191855,34.20
72380,40.95
198089,33.67
22912,38.89
2650,43.88
89538,40.11
69889,32.40
140754,38.02
22716,46.77
37185,40.59
103488,44.78
194803,38.56
40571,25.84
52974,36.56
51138,45.56
38501,33.10
112865,45.64
190161,35.19
142245,44.26
108054,35.52
160127,44.32
115594,34.54
173074,32.65
111166,42.75
108686,41.80
78943,40.67
61694,32.17
71314,36.81
194888,38.92
36419,45.50
172601,36.65
76185,36.64
83680,41.61
197524,42.66
167863,42.62
37318,42.98
164582,33.47
15756,36.81
32185,36.13
75965,39.89
188897,42.33
166064,35.96
129451,41.72
130434,43.00
61869,41.96
168422,38.21
59516,39.16
11222,35.79
41199,42.12
72523,39.92
163140,30.53
134324,36.53
199524,40.77
155111,43.40
199303,40.49
136276,36.30
155051,41.26
52953,45.35
116469,37.91
27204,40.56
144571,36.28
54170,44.00
162938,37.97
137754,37.88
77923,38.60
110162,33.82
157752,34.97
182843,46.64
143552,38.16
159037,40.28
185783,32.74
46440,41.93
167668,40.33
26439,43.20
72546,38.65
121694,40.83
111674,38.53
23537,37.31
101070,31.10
41155,41.28
137214,42.80
136805,38.29
154475,42.96
178587,38.44
123658,33.48
143870,38.37
95507,35.71
190092,41.33
114243,36.52
42566,40.04
71082,37.73
77689,34.41
120510,39.59
34686,39.38
40276,37.55
140223,34.55
52401,37.15
128696,42.47
195999,37.57
167349,39.12
38544,42.77
139554,39.46
99936,40.45
73577,37.94
114352,37.14
76072,34.04
52328,34.04
178661,37.89
146571,37.80
100593,39.71
146505,42.04
67435,32.26
168640,36.04
60594,45.26
184793,36.11
177744,41.41
34210,40.82
113404,40.98
116513,37.08
7054,36.76
170366,40.29
171877,34.65
27579,38.04
47247,36.38
43172,36.06
97540,31.46
23818,35.32
92287,38.69
123721,39.15
117998,37.64
65026,40.28
197864,38.27
74327,33.17
189681,36.04
118999,37.45
150543,39.09
119164,34.97
9697,36.24
108423,41.77
135804,32.76
13516,31.36
195426,40.32
122252,35.96
151403,34.75
103063,40.71
160848,40.32
138001,36.89
178248,37.03
4983,36.60
56027,33.06
89966,34.76
99087,38.43
59678,37.57
127630,34.13
78314,42.58
77296,40.21
10063,40.52
59111,34.84
65595,39.69
120725,38.68
146893,34.22
97103,36.02
192213,31.74
38628,44.85
59001,41.41
35044,40.64
24154,29.43
68516,41.18
108375,40.63
97872,37.68
143547,37.33
103941,30.39
91781,41.46
102047,35.09
44196,41.43
55095,37.29
167155,35.50
193281,42.96
119478,36.89
107566,36.21
127148,40.11
70460,39.85
156353,39.68
24139,36.99
174707,38.79
81895,39.20
94070,43.83
111607,31.29
30997,40.92
147759,43.33
109323,31.68
132592,41.78
183418,34.63
154013,39.12
127164,42.78
191295,27.35
179682,36.86
108836,44.49
125956,33.64
76031,40.62
23737,31.59
76781,32.82
144910,38.70
28438,34.59
62770,39.19
193434,36.52
56829,41.01
165265,35.82
66542,37.49
95102,36.25
115108,44.03
106965,39.57
97402,37.71
171755,39.03
75698,41.90
72384,38.62
64166,35.53
192491,41.91
100985,41.07
163447,44.10
124761,40.43
110219,37.49
159946,34.95
182797,31.50
65935,38.87
75819,34.17
123617,37.51
30205,41.33
171614,41.10
102288,38.79
169668,39.72
91397,33.59
99565,37.76
83924,36.64
116448,35.26
23570,47.92
79886,35.92
126769,35.21
114612,39.25
117741,32.87
129180,41.16
157207,35.04
17712,42.06
101722,32.42
161694,37.25
145762,41.95
108935,37.70
54619,41.28
112733,35.32
131118,37.52
94111,39.85
141693,38.02
99268,33.84
37240,44.57
198360,38.05
16639,44.62
132771,41.35
39515,44.34
62418,39.36
59193,44.66
156608,38.64
143843,39.17
123009,38.46
42166,51.80
91961,41.33
35887,37.41
181375,42.11
106607,40.35
159090,36.33
61531,28.61
91905,38.78
9985,39.49
18258,37.84
184278,36.10
89650,47.94
78722,39.49
64622,44.09
28333,35.48
92133,39.62
169719,36.48
117962,41.14
106372,39.95
73121,40.12
40399,36.70
58150,37.13
152984,43.54
171076,41.21
15582,38.06
198755,43.68
79190,39.42
185737,33.87
99335,35.14
16012,44.78
88688,41.58
173993,47.98
4582,34.69
186175,37.22
129119,40.47
155269,43.94
62422,42.68
193713,45.53
84073,36.45
115320,41.92
134161,36.38
36047,40.34
52735,35.95
68232,35.22
31721,46.72
160083,42.58
24989,30.92
156687,39.45
88302,29.84
165858,41.04
198346,44.77
177218,36.80
60418,33.85
165762,31.79
84665,40.60
109213,34.36
145794,38.50
182865,32.99
126992,38.37
76600,45.19
98505,37.88
162691,47.05
155086,38.74
132504,40.30
24672,33.66
130374,29.83
182553,40.37
111341,35.08
95721,37.58
93014,40.00
140501,36.66
107425,37.63
59167,40.03
108310,38.63
75891,33.93
171329,33.15
141645,37.68
128179,32.67
153065,32.13
88727,41.30
38470,36.30
65894,35.03
58928,39.43
46406,46.56
135740,39.79
136155,40.60
28649,35.51
182983,37.13
149104,44.03
9844,39.33
126563,36.79
134572,41.81
22194,35.09
141017,46.36
144429,41.07
76182,39.36
53421,33.20
47399,38.83
35431,41.64
77593,39.99
77422,43.49
149931,34.78
92214,42.79
178916,39.40
116844,39.13
69668,39.95
106673,42.88
124591,38.88
70683,38.89
169225,40.39
94581,40.95
13845,38.72
116986,41.18
59931,38.94
167140,37.84
108793,35.58
170398,39.96
189574,36.72
189525,33.89
119738,40.25
181408,40.91
145529,37.48
128563,37.25
99882,40.40
158628,41.30
2655,36.48
121669,35.67
39694,43.94
175518,40.77
196548,35.63
32962,37.61
65902,36.13
180475,37.08
33585,40.22
197840,42.71
24894,35.93
75089,34.40
182682,39.03
15228,46.20
6578,36.70
169328,40.84
81788,40.64
188717,38.32
47574,47.96
142837,32.70
30900,37.89
21054,34.01
86193,43.08
65552,31.74
184359,37.58
103970,46.58
85922,44.36
41908,36.57
